id,n_docs,documents,expected_clauses
45,4,"[""NDA DOCUMENT 1\nUpon termination, all materials shall be returned or destroyed.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nNeither party is obliged to enter into any further business relationship.\nThis Agreement is governed by the laws of the stated jurisdiction.\nThis Agreement shall remain in effect for a period of three (3) years."", ""NDA DOCUMENT 2\nNothing in this Agreement grants any licence under intellectual property rights.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nUpon termination, all materials shall be returned or destroyed.\nThis Agreement is governed by the laws of the stated jurisdiction.\nThe Receiving Party shall limit access to employees with a need to know.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nConfidential Information does not include information that is publicly available."", ""NDA DOCUMENT 3\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nNeither party is obliged to enter into any further business relationship.\nConfidential Information does not include information that is publicly available.\nUpon termination, all materials shall be returned or destroyed.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThis Agreement shall remain in effect for a period of three (3) years.\nThe Receiving Party shall limit access to employees with a need to know.\nNothing in this Agreement grants any licence under intellectual property rights."", ""NDA DOCUMENT 4\nConfidential Information does not include information that is publicly available.\nThis Agreement shall remain in effect for a period of three (3) years.\nThe Receiving Party shall limit access to employees with a need to know.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nNothing in this Agreement grants any licence under intellectual property rights.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
46,4,"[""NDA DOCUMENT 1\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nThis Agreement is governed by the laws of the stated jurisdiction.\nNothing in this Agreement grants any licence under intellectual property rights.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThe Disclosing Party makes no warranty as to the accuracy of the information."", ""NDA DOCUMENT 2\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nUpon termination, all materials shall be returned or destroyed.\nThe Receiving Party shall limit access to employees with a need to know.\nNothing in this Agreement grants any licence under intellectual property rights.\nConfidential Information does not include information that is publicly available."", ""NDA DOCUMENT 3\nNothing in this Agreement grants any licence under intellectual property rights.\nThis Agreement shall remain in effect for a period of three (3) years.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nNeither party is obliged to enter into any further business relationship.\nThis Agreement is governed by the laws of the stated jurisdiction."", ""NDA DOCUMENT 4\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThe Receiving Party shall limit access to employees with a need to know.\nConfidential Information does not include information that is publicly available.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThis Agreement shall remain in effect for a period of three (3) years.\nNeither party is obliged to enter into any further business relationship.\nUpon termination, all materials shall be returned or destroyed.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
47,4,"[""NDA DOCUMENT 1\nNothing in this Agreement grants any licence under intellectual property rights.\nNeither party is obliged to enter into any further business relationship.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nUpon termination, all materials shall be returned or destroyed.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThis Agreement shall remain in effect for a period of three (3) years.\nThe Receiving Party shall limit access to employees with a need to know.\nAny amendment to this Agreement must be made in writing and signed by both parties."", ""NDA DOCUMENT 2\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nConfidential Information does not include information that is publicly available.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nUpon termination, all materials shall be returned or destroyed.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThis Agreement shall remain in effect for a period of three (3) years."", ""NDA DOCUMENT 3\nThe Receiving Party shall not disclose Confidential Information to third parties.\nUpon termination, all materials shall be returned or destroyed.\nNeither party is obliged to enter into any further business relationship.\nNothing in this Agreement grants any licence under intellectual property rights.\nThe Receiving Party shall limit access to employees with a need to know.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nThe Disclosing Party makes no warranty as to the accuracy of the information."", ""NDA DOCUMENT 4\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThe Receiving Party shall limit access to employees with a need to know.\nConfidential Information does not include information that is publicly available.\nThis Agreement is governed by the laws of the stated jurisdiction.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nNeither party is obliged to enter into any further business relationship.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
48,4,"[""NDA DOCUMENT 1\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nNothing in this Agreement grants any licence under intellectual property rights.\nThis Agreement shall remain in effect for a period of three (3) years.\nAny amendment to this Agreement must be made in writing and signed by both parties."", ""NDA DOCUMENT 2\nThe Receiving Party shall limit access to employees with a need to know.\nThis Agreement shall remain in effect for a period of three (3) years.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nConfidential Information does not include information that is publicly available.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThis Agreement is governed by the laws of the stated jurisdiction.\nNeither party is obliged to enter into any further business relationship.\nThe Disclosing Party makes no warranty as to the accuracy of the information."", ""NDA DOCUMENT 3\nNeither party is obliged to enter into any further business relationship.\nUpon termination, all materials shall be returned or destroyed.\nThe Receiving Party shall limit access to employees with a need to know.\nConfidential Information does not include information that is publicly available.\nThis Agreement shall remain in effect for a period of three (3) years.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nNothing in this Agreement grants any licence under intellectual property rights.\nAny amendment to this Agreement must be made in writing and signed by both parties."", ""NDA DOCUMENT 4\nThis Agreement is governed by the laws of the stated jurisdiction.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThe Receiving Party shall limit access to employees with a need to know.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nThis Agreement shall remain in effect for a period of three (3) years.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
49,4,"[""NDA DOCUMENT 1\nThe Receiving Party shall limit access to employees with a need to know.\nUpon termination, all materials shall be returned or destroyed.\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nAny amendment to this Agreement must be made in writing and signed by both parties."", ""NDA DOCUMENT 2\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThis Agreement shall remain in effect for a period of three (3) years.\nNothing in this Agreement grants any licence under intellectual property rights.\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nConfidential Information does not include information that is publicly available.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief."", ""NDA DOCUMENT 3\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nNeither party is obliged to enter into any further business relationship.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nNothing in this Agreement grants any licence under intellectual property rights.\nAny amendment to this Agreement must be made in writing and signed by both parties."", ""NDA DOCUMENT 4\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nThis Agreement is governed by the laws of the stated jurisdiction.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
50,4,"[""NDA DOCUMENT 1\nThis Agreement is governed by the laws of the stated jurisdiction.\nNothing in this Agreement grants any licence under intellectual property rights.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nNeither party is obliged to enter into any further business relationship.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nConfidential Information does not include information that is publicly available.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nUpon termination, all materials shall be returned or destroyed."", ""NDA DOCUMENT 2\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThis Agreement shall remain in effect for a period of three (3) years.\nUpon termination, all materials shall be returned or destroyed.\nNeither party is obliged to enter into any further business relationship.\nThis Agreement is governed by the laws of the stated jurisdiction."", ""NDA DOCUMENT 3\nThis Agreement is governed by the laws of the stated jurisdiction.\nThe Receiving Party shall limit access to employees with a need to know.\nThis Agreement shall remain in effect for a period of three (3) years.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nNothing in this Agreement grants any licence under intellectual property rights.\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nConfidential Information does not include information that is publicly available."", ""NDA DOCUMENT 4\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nNothing in this Agreement grants any licence under intellectual property rights.\nThe Receiving Party shall limit access to employees with a need to know.\nThis Agreement is governed by the laws of the stated jurisdiction.\nThe Receiving Party shall hold all Confidential Information in strict confidence.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
51,4,"[""NDA DOCUMENT 1\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall limit access to employees with a need to know.\nThis Agreement is governed by the laws of the stated jurisdiction.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nAny amendment to this Agreement must be made in writing and signed by both parties."", ""NDA DOCUMENT 2\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nUpon termination, all materials shall be returned or destroyed.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nNothing in this Agreement grants any licence under intellectual property rights."", ""NDA DOCUMENT 3\nThe Receiving Party shall not disclose Confidential Information to third parties.\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThis Agreement is governed by the laws of the stated jurisdiction.\nNothing in this Agreement grants any licence under intellectual property rights.\nThis Agreement shall remain in effect for a period of three (3) years.\nConfidential Information does not include information that is publicly available.\nUpon termination, all materials shall be returned or destroyed."", ""NDA DOCUMENT 4\nThis Agreement shall remain in effect for a period of three (3) years.\nNothing in this Agreement grants any licence under intellectual property rights.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThis Agreement is governed by the laws of the stated jurisdiction.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nConfidential Information does not include information that is publicly available.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
52,4,"[""NDA DOCUMENT 1\nThis Agreement shall remain in effect for a period of three (3) years.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThe Receiving Party shall limit access to employees with a need to know.\nThis Agreement is governed by the laws of the stated jurisdiction.\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nNothing in this Agreement grants any licence under intellectual property rights."", ""NDA DOCUMENT 2\nConfidential Information does not include information that is publicly available.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nNeither party is obliged to enter into any further business relationship.\nNothing in this Agreement grants any licence under intellectual property rights.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Receiving Party shall limit access to employees with a need to know."", ""NDA DOCUMENT 3\nNeither party is obliged to enter into any further business relationship.\nThis Agreement is governed by the laws of the stated jurisdiction.\nNothing in this Agreement grants any licence under intellectual property rights.\nThe Receiving Party shall limit access to employees with a need to know.\nAny amendment to this Agreement must be made in writing and signed by both parties."", ""NDA DOCUMENT 4\nConfidential Information does not include information that is publicly available.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nUpon termination, all materials shall be returned or destroyed.\nThis Agreement shall remain in effect for a period of three (3) years.\nNothing in this Agreement grants any licence under intellectual property rights.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
53,4,"[""NDA DOCUMENT 1\nUpon termination, all materials shall be returned or destroyed.\nThe Receiving Party shall limit access to employees with a need to know.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nNeither party is obliged to enter into any further business relationship."", ""NDA DOCUMENT 2\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThis Agreement is governed by the laws of the stated jurisdiction.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nUpon termination, all materials shall be returned or destroyed.\nAny amendment to this Agreement must be made in writing and signed by both parties."", ""NDA DOCUMENT 3\nAny amendment to this Agreement must be made in writing and signed by both parties.\nConfidential Information does not include information that is publicly available.\nThis Agreement shall remain in effect for a period of three (3) years.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nThis Agreement is governed by the laws of the stated jurisdiction.\nThe Receiving Party shall limit access to employees with a need to know."", ""NDA DOCUMENT 4\nNeither party is obliged to enter into any further business relationship.\nUpon termination, all materials shall be returned or destroyed.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThe Receiving Party shall limit access to employees with a need to know.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
54,4,"[""NDA DOCUMENT 1\nUpon termination, all materials shall be returned or destroyed.\nConfidential Information does not include information that is publicly available.\nThis Agreement shall remain in effect for a period of three (3) years.\nNothing in this Agreement grants any licence under intellectual property rights.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThe Disclosing Party makes no warranty as to the accuracy of the information."", ""NDA DOCUMENT 2\nUpon termination, all materials shall be returned or destroyed.\nThis Agreement shall remain in effect for a period of three (3) years.\nThis Agreement is governed by the laws of the stated jurisdiction.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nNeither party is obliged to enter into any further business relationship.\nNothing in this Agreement grants any licence under intellectual property rights.\nThe Receiving Party shall limit access to employees with a need to know."", ""NDA DOCUMENT 3\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nConfidential Information does not include information that is publicly available.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThis Agreement shall remain in effect for a period of three (3) years.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nThe Receiving Party shall limit access to employees with a need to know."", ""NDA DOCUMENT 4\nThe Receiving Party shall limit access to employees with a need to know.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nNeither party is obliged to enter into any further business relationship.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nUpon termination, all materials shall be returned or destroyed.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nThe Receiving Party shall hold all Confidential Information in strict confidence.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
55,4,"[""NDA DOCUMENT 1\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nUpon termination, all materials shall be returned or destroyed.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nNothing in this Agreement grants any licence under intellectual property rights.\nThis Agreement is governed by the laws of the stated jurisdiction.\nConfidential Information does not include information that is publicly available.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nNeither party is obliged to enter into any further business relationship."", ""NDA DOCUMENT 2\nThis Agreement is governed by the laws of the stated jurisdiction.\nThis Agreement shall remain in effect for a period of three (3) years.\nThe Receiving Party shall limit access to employees with a need to know.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nNothing in this Agreement grants any licence under intellectual property rights.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nConfidential Information does not include information that is publicly available."", ""NDA DOCUMENT 3\nUpon termination, all materials shall be returned or destroyed.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nConfidential Information does not include information that is publicly available.\nNeither party is obliged to enter into any further business relationship.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nThis Agreement is governed by the laws of the stated jurisdiction."", ""NDA DOCUMENT 4\nThe Receiving Party shall limit access to employees with a need to know.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nUpon termination, all materials shall be returned or destroyed.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
56,4,"[""NDA DOCUMENT 1\nUpon termination, all materials shall be returned or destroyed.\nConfidential Information does not include information that is publicly available.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nThe Receiving Party shall limit access to employees with a need to know.\nNeither party is obliged to enter into any further business relationship."", ""NDA DOCUMENT 2\nThe Receiving Party shall not disclose Confidential Information to third parties.\nThe Receiving Party shall hold all Confidential Information in strict confidence.\nThe Receiving Party shall limit access to employees with a need to know.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nConfidential Information does not include information that is publicly available.\nUpon termination, all materials shall be returned or destroyed.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief."", ""NDA DOCUMENT 3\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall limit access to employees with a need to know.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nConfidential Information does not include information that is publicly available.\nThis Agreement shall remain in effect for a period of three (3) years.\nThis Agreement is governed by the laws of the stated jurisdiction."", ""NDA DOCUMENT 4\nThis Agreement is governed by the laws of the stated jurisdiction.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nNeither party is obliged to enter into any further business relationship.\nThe Receiving Party shall limit access to employees with a need to know.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall hold all Confidential Information in strict confidence."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
57,4,"[""NDA DOCUMENT 1\nThis Agreement is governed by the laws of the stated jurisdiction.\nConfidential Information does not include information that is publicly available.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nNothing in this Agreement grants any licence under intellectual property rights."", ""NDA DOCUMENT 2\nUpon termination, all materials shall be returned or destroyed.\nConfidential Information does not include information that is publicly available.\nThis Agreement is governed by the laws of the stated jurisdiction.\nThe Receiving Party shall limit access to employees with a need to know.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief."", ""NDA DOCUMENT 3\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nThis Agreement is governed by the laws of the stated jurisdiction.\nAny amendment to this Agreement must be made in writing and signed by both parties.\nBreach of this Agreement may cause irreparable harm warranting injunctive relief.\nThe Receiving Party shall not disclose Confidential Information to third parties.\nNothing in this Agreement grants any licence under intellectual property rights."", ""NDA DOCUMENT 4\nNeither party is obliged to enter into any further business relationship.\nThis Agreement shall remain in effect for a period of three (3) years.\nThe Disclosing Party makes no warranty as to the accuracy of the information.\nNothing in this Agreement grants any licence under intellectual property rights.\nAny amendment to this Agreement must be made in writing and signed by both parties.""]","[""Any amendment to this Agreement must be made in writing and signed by both parties."", ""Breach of this Agreement may cause irreparable harm warranting injunctive relief."", ""Confidential Information does not include information that is publicly available."", ""Neither party is obliged to enter into any further business relationship."", ""Nothing in this Agreement grants any licence under intellectual property rights."", ""The Disclosing Party makes no warranty as to the accuracy of the information."", ""The Receiving Party shall limit access to employees with a need to know."", ""The Receiving Party shall not disclose Confidential Information to third parties."", ""This Agreement is governed by the laws of the stated jurisdiction."", ""This Agreement shall remain in effect for a period of three (3) years."", ""Upon termination, all materials shall be returned or destroyed.""]"
