id,n_sentences,input,answer
28,16,"Researchers in Kenya collaborated with a team based in Norway. After leaving Brazil, the group spent three weeks in Greece. Exports from Mexico rose sharply while Egypt reported a decline. The documentary contrasted life in Spain with that in Canada. After leaving Chile, the group spent three weeks in Sweden. Exports from India rose sharply while Australia reported a decline. The delegation travelled from Greece to Peru before the summit. Poland and Egypt signed a joint statement on trade. Researchers in Peru collaborated with a team based in Italy. Exports from Peru rose sharply while Norway reported a decline. After leaving Norway, the group spent three weeks in Brazil. The delegation travelled from Australia to Japan before the summit. The delegation travelled from Spain to Australia before the summit. Germany and Brazil signed a joint statement on trade. Researchers in Italy collaborated with a team based in Canada. After leaving Argentina, the group spent three weeks in France.","{""Argentina"": 1, ""Australia"": 3, ""Brazil"": 3, ""Canada"": 2, ""Chile"": 1, ""Egypt"": 2, ""France"": 1, ""Germany"": 1, ""Greece"": 2, ""India"": 1, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 3, ""Peru"": 3, ""Poland"": 1, ""Spain"": 2, ""Sweden"": 1}"
29,16,"The delegation travelled from Brazil to Peru before the summit. Mexico and Poland signed a joint statement on trade. After leaving Norway, the group spent three weeks in Greece. Researchers in Japan collaborated with a team based in France. Exports from Peru rose sharply while Chile reported a decline. Exports from Australia rose sharply while China reported a decline. Exports from Italy rose sharply while Norway reported a decline. The delegation travelled from Mexico to Sweden before the summit. Exports from India rose sharply while Spain reported a decline. China and France signed a joint statement on trade. China and India signed a joint statement on trade. Exports from Brazil rose sharply while Canada reported a decline. Researchers in China collaborated with a team based in Germany. Researchers in Argentina collaborated with a team based in China. Sweden and Egypt signed a joint statement on trade. Poland and Japan signed a joint statement on trade.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 1, ""Chile"": 1, ""China"": 5, ""Egypt"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 1, ""India"": 2, ""Italy"": 1, ""Japan"": 2, ""Mexico"": 2, ""Norway"": 2, ""Peru"": 2, ""Poland"": 2, ""Spain"": 1, ""Sweden"": 2}"
30,16,"Researchers in Brazil collaborated with a team based in Chile. Exports from Canada rose sharply while Argentina reported a decline. Exports from Canada rose sharply while Peru reported a decline. Exports from Peru rose sharply while Poland reported a decline. After leaving Argentina, the group spent three weeks in Brazil. After leaving Italy, the group spent three weeks in Norway. After leaving Canada, the group spent three weeks in Argentina. The delegation travelled from China to Norway before the summit. The documentary contrasted life in Peru with that in Spain. Exports from Peru rose sharply while Norway reported a decline. The documentary contrasted life in Greece with that in Italy. The delegation travelled from Australia to Italy before the summit. The documentary contrasted life in Kenya with that in Australia. After leaving Brazil, the group spent three weeks in Poland. The delegation travelled from Italy to Canada before the summit. The delegation travelled from Sweden to Brazil before the summit.","{""Argentina"": 3, ""Australia"": 2, ""Brazil"": 4, ""Canada"": 4, ""Chile"": 1, ""China"": 1, ""Greece"": 1, ""Italy"": 4, ""Kenya"": 1, ""Norway"": 3, ""Peru"": 4, ""Poland"": 2, ""Spain"": 1, ""Sweden"": 1}"
31,16,"Argentina and Mexico signed a joint statement on trade. Sweden and Peru signed a joint statement on trade. The documentary contrasted life in Greece with that in Canada. After leaving Japan, the group spent three weeks in Australia. Researchers in Greece collaborated with a team based in Chile. Researchers in Peru collaborated with a team based in Australia. After leaving Greece, the group spent three weeks in Mexico. The delegation travelled from Greece to India before the summit. The documentary contrasted life in Chile with that in Sweden. Exports from Mexico rose sharply while Norway reported a decline. After leaving Argentina, the group spent three weeks in Brazil. Researchers in Italy collaborated with a team based in Greece. After leaving Mexico, the group spent three weeks in Argentina. Exports from India rose sharply while Spain reported a decline. Argentina and Spain signed a joint statement on trade. After leaving Italy, the group spent three weeks in Spain.","{""Argentina"": 4, ""Australia"": 2, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 2, ""Greece"": 5, ""India"": 2, ""Italy"": 2, ""Japan"": 1, ""Mexico"": 4, ""Norway"": 1, ""Peru"": 2, ""Spain"": 3, ""Sweden"": 2}"
32,16,"The delegation travelled from Italy to India before the summit. Kenya and Poland signed a joint statement on trade. The documentary contrasted life in Sweden with that in Norway. Chile and Poland signed a joint statement on trade. Researchers in Peru collaborated with a team based in Italy. Researchers in Chile collaborated with a team based in Kenya. Researchers in Norway collaborated with a team based in Peru. Exports from Italy rose sharply while Argentina reported a decline. After leaving Norway, the group spent three weeks in Brazil. The documentary contrasted life in China with that in Argentina. Australia and Sweden signed a joint statement on trade. The documentary contrasted life in Greece with that in Egypt. After leaving Canada, the group spent three weeks in Sweden. The delegation travelled from Sweden to Canada before the summit. Argentina and Norway signed a joint statement on trade. Exports from Brazil rose sharply while Italy reported a decline.","{""Argentina"": 3, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 2, ""Chile"": 2, ""China"": 1, ""Egypt"": 1, ""Greece"": 1, ""India"": 1, ""Italy"": 4, ""Kenya"": 2, ""Norway"": 4, ""Peru"": 2, ""Poland"": 2, ""Sweden"": 4}"
33,16,"Kenya and Mexico signed a joint statement on trade. Exports from Norway rose sharply while Egypt reported a decline. The delegation travelled from India to France before the summit. The delegation travelled from India to Spain before the summit. After leaving Japan, the group spent three weeks in Egypt. Researchers in Australia collaborated with a team based in Brazil. Exports from Egypt rose sharply while Sweden reported a decline. The documentary contrasted life in China with that in Japan. After leaving Argentina, the group spent three weeks in Spain. The documentary contrasted life in Norway with that in Spain. After leaving Canada, the group spent three weeks in Argentina. The documentary contrasted life in Greece with that in Sweden. China and France signed a joint statement on trade. The documentary contrasted life in Australia with that in Egypt. The documentary contrasted life in Germany with that in Sweden. The documentary contrasted life in Spain with that in Sweden.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 1, ""Canada"": 1, ""China"": 2, ""Egypt"": 4, ""France"": 2, ""Germany"": 1, ""Greece"": 1, ""India"": 2, ""Japan"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 2, ""Spain"": 4, ""Sweden"": 4}"
34,16,"The delegation travelled from Kenya to Mexico before the summit. After leaving Sweden, the group spent three weeks in Germany. The delegation travelled from Poland to Argentina before the summit. Germany and India signed a joint statement on trade. The documentary contrasted life in Kenya with that in Sweden. France and Peru signed a joint statement on trade. After leaving Canada, the group spent three weeks in India. Researchers in Poland collaborated with a team based in Mexico. The documentary contrasted life in Australia with that in Spain. Exports from Australia rose sharply while Sweden reported a decline. Researchers in Mexico collaborated with a team based in Norway. Greece and Egypt signed a joint statement on trade. After leaving Australia, the group spent three weeks in Kenya. After leaving Argentina, the group spent three weeks in Japan. After leaving India, the group spent three weeks in Mexico. The delegation travelled from Kenya to Canada before the summit.","{""Argentina"": 2, ""Australia"": 3, ""Canada"": 2, ""Egypt"": 1, ""France"": 1, ""Germany"": 2, ""Greece"": 1, ""India"": 3, ""Japan"": 1, ""Kenya"": 4, ""Mexico"": 4, ""Norway"": 1, ""Peru"": 1, ""Poland"": 2, ""Spain"": 1, ""Sweden"": 3}"
35,16,"The documentary contrasted life in Brazil with that in Germany. The delegation travelled from Chile to Canada before the summit. Exports from France rose sharply while Sweden reported a decline. The delegation travelled from Brazil to Chile before the summit. Mexico and Canada signed a joint statement on trade. The documentary contrasted life in Peru with that in Germany. Exports from China rose sharply while Italy reported a decline. After leaving Sweden, the group spent three weeks in Spain. After leaving Japan, the group spent three weeks in Sweden. Canada and Germany signed a joint statement on trade. Exports from Argentina rose sharply while Australia reported a decline. Researchers in Spain collaborated with a team based in India. After leaving Poland, the group spent three weeks in Japan. After leaving Egypt, the group spent three weeks in Poland. The documentary contrasted life in Brazil with that in Norway. The documentary contrasted life in Australia with that in Peru.","{""Argentina"": 1, ""Australia"": 2, ""Brazil"": 3, ""Canada"": 3, ""Chile"": 2, ""China"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 3, ""India"": 1, ""Italy"": 1, ""Japan"": 2, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 2, ""Poland"": 2, ""Spain"": 2, ""Sweden"": 3}"
36,16,"Researchers in China collaborated with a team based in Egypt. Researchers in Poland collaborated with a team based in Sweden. Germany and Peru signed a joint statement on trade. The delegation travelled from Germany to Japan before the summit. Exports from Chile rose sharply while Spain reported a decline. India and Egypt signed a joint statement on trade. Exports from Mexico rose sharply while Poland reported a decline. Exports from Germany rose sharply while Egypt reported a decline. China and Greece signed a joint statement on trade. After leaving Egypt, the group spent three weeks in Poland. Egypt and France signed a joint statement on trade. After leaving Peru, the group spent three weeks in Greece. After leaving France, the group spent three weeks in Japan. The documentary contrasted life in Poland with that in Italy. After leaving Kenya, the group spent three weeks in Sweden. Exports from Chile rose sharply while India reported a decline.","{""Chile"": 2, ""China"": 2, ""Egypt"": 5, ""France"": 2, ""Germany"": 3, ""Greece"": 2, ""India"": 2, ""Italy"": 1, ""Japan"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Peru"": 2, ""Poland"": 4, ""Spain"": 1, ""Sweden"": 2}"
37,16,"Researchers in Poland collaborated with a team based in Peru. Researchers in Mexico collaborated with a team based in China. Exports from Italy rose sharply while Kenya reported a decline. Peru and China signed a joint statement on trade. Exports from Italy rose sharply while Poland reported a decline. Researchers in Brazil collaborated with a team based in Italy. The documentary contrasted life in Canada with that in Spain. After leaving India, the group spent three weeks in Mexico. After leaving Italy, the group spent three weeks in Kenya. The delegation travelled from Brazil to Japan before the summit. Exports from India rose sharply while Brazil reported a decline. After leaving Peru, the group spent three weeks in Mexico. The delegation travelled from Norway to Mexico before the summit. Germany and Peru signed a joint statement on trade. Exports from Canada rose sharply while Kenya reported a decline. Exports from Italy rose sharply while Chile reported a decline.","{""Brazil"": 3, ""Canada"": 2, ""Chile"": 1, ""China"": 2, ""Germany"": 1, ""India"": 2, ""Italy"": 5, ""Japan"": 1, ""Kenya"": 3, ""Mexico"": 4, ""Norway"": 1, ""Peru"": 4, ""Poland"": 2, ""Spain"": 1}"
38,16,"The delegation travelled from Mexico to Sweden before the summit. Sweden and Kenya signed a joint statement on trade. After leaving Sweden, the group spent three weeks in Brazil. Exports from Argentina rose sharply while France reported a decline. Exports from Australia rose sharply while China reported a decline. Chile and Italy signed a joint statement on trade. The documentary contrasted life in Italy with that in Spain. Researchers in Japan collaborated with a team based in Kenya. Researchers in Egypt collaborated with a team based in Norway. Exports from China rose sharply while Chile reported a decline. Researchers in China collaborated with a team based in Egypt. After leaving Germany, the group spent three weeks in Spain. The delegation travelled from Egypt to Germany before the summit. Norway and Spain signed a joint statement on trade. Researchers in Italy collaborated with a team based in Norway. Exports from Italy rose sharply while Canada reported a decline.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 2, ""China"": 3, ""Egypt"": 3, ""France"": 1, ""Germany"": 2, ""Italy"": 4, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 1, ""Norway"": 3, ""Spain"": 3, ""Sweden"": 3}"
39,16,"The delegation travelled from Greece to China before the summit. After leaving Poland, the group spent three weeks in Norway. Chile and Kenya signed a joint statement on trade. Exports from Egypt rose sharply while Argentina reported a decline. The delegation travelled from Greece to China before the summit. Researchers in Spain collaborated with a team based in Peru. Exports from Norway rose sharply while Italy reported a decline. Researchers in Australia collaborated with a team based in India. Peru and Brazil signed a joint statement on trade. The documentary contrasted life in Spain with that in Germany. After leaving Canada, the group spent three weeks in India. The delegation travelled from Egypt to Germany before the summit. Researchers in Australia collaborated with a team based in Germany. Researchers in Australia collaborated with a team based in Chile. Egypt and Chile signed a joint statement on trade. Researchers in Norway collaborated with a team based in Italy.","{""Argentina"": 1, ""Australia"": 3, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 3, ""China"": 2, ""Egypt"": 3, ""Germany"": 3, ""Greece"": 2, ""India"": 2, ""Italy"": 2, ""Kenya"": 1, ""Norway"": 3, ""Peru"": 2, ""Poland"": 1, ""Spain"": 2}"
40,16,"Egypt and Japan signed a joint statement on trade. China and Canada signed a joint statement on trade. The documentary contrasted life in Mexico with that in Peru. The delegation travelled from Australia to Brazil before the summit. Exports from Japan rose sharply while Egypt reported a decline. Exports from Australia rose sharply while Japan reported a decline. After leaving Peru, the group spent three weeks in Norway. Brazil and Japan signed a joint statement on trade. Researchers in India collaborated with a team based in Japan. The delegation travelled from Spain to Poland before the summit. The delegation travelled from Canada to China before the summit. Researchers in Canada collaborated with a team based in Australia. Australia and Peru signed a joint statement on trade. Exports from India rose sharply while Egypt reported a decline. Exports from Peru rose sharply while France reported a decline. Researchers in India collaborated with a team based in Japan.","{""Australia"": 4, ""Brazil"": 2, ""Canada"": 3, ""China"": 2, ""Egypt"": 3, ""France"": 1, ""India"": 3, ""Japan"": 6, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 4, ""Poland"": 1, ""Spain"": 1}"
41,16,"Exports from Poland rose sharply while Italy reported a decline. Argentina and France signed a joint statement on trade. The delegation travelled from Greece to Spain before the summit. Exports from China rose sharply while Germany reported a decline. Researchers in Canada collaborated with a team based in Greece. After leaving Brazil, the group spent three weeks in Australia. Exports from China rose sharply while France reported a decline. The delegation travelled from Sweden to Spain before the summit. After leaving Poland, the group spent three weeks in Norway. Researchers in Japan collaborated with a team based in Egypt. The delegation travelled from Greece to Peru before the summit. The documentary contrasted life in Australia with that in Sweden. After leaving Peru, the group spent three weeks in Sweden. The documentary contrasted life in Germany with that in Norway. Researchers in Spain collaborated with a team based in Argentina. After leaving Italy, the group spent three weeks in Japan.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 1, ""Canada"": 1, ""China"": 2, ""Egypt"": 1, ""France"": 2, ""Germany"": 2, ""Greece"": 3, ""Italy"": 2, ""Japan"": 2, ""Norway"": 2, ""Peru"": 2, ""Poland"": 2, ""Spain"": 3, ""Sweden"": 3}"
42,16,"Researchers in Canada collaborated with a team based in Spain. Researchers in Brazil collaborated with a team based in Greece. Researchers in Australia collaborated with a team based in Germany. Researchers in Poland collaborated with a team based in Japan. Argentina and France signed a joint statement on trade. Canada and Norway signed a joint statement on trade. Researchers in Italy collaborated with a team based in Canada. Researchers in Japan collaborated with a team based in Italy. Mexico and Canada signed a joint statement on trade. After leaving Sweden, the group spent three weeks in Australia. The delegation travelled from Sweden to Peru before the summit. The delegation travelled from Norway to Argentina before the summit. After leaving Sweden, the group spent three weeks in Japan. Exports from China rose sharply while Italy reported a decline. The documentary contrasted life in Poland with that in Japan. The documentary contrasted life in Brazil with that in China.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 2, ""Canada"": 4, ""China"": 2, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""Italy"": 3, ""Japan"": 4, ""Mexico"": 1, ""Norway"": 2, ""Peru"": 1, ""Poland"": 2, ""Spain"": 1, ""Sweden"": 3}"
43,16,"After leaving Egypt, the group spent three weeks in Norway. After leaving Canada, the group spent three weeks in Australia. Peru and Canada signed a joint statement on trade. Exports from Italy rose sharply while Brazil reported a decline. The documentary contrasted life in Norway with that in Australia. The documentary contrasted life in China with that in Italy. The documentary contrasted life in Canada with that in Kenya. France and Germany signed a joint statement on trade. Researchers in Poland collaborated with a team based in China. Researchers in France collaborated with a team based in Brazil. The documentary contrasted life in Egypt with that in Germany. Researchers in Spain collaborated with a team based in Argentina. Chile and Greece signed a joint statement on trade. Researchers in Egypt collaborated with a team based in Japan. After leaving China, the group spent three weeks in Poland. The delegation travelled from Peru to Norway before the summit.","{""Argentina"": 1, ""Australia"": 2, ""Brazil"": 2, ""Canada"": 3, ""Chile"": 1, ""China"": 3, ""Egypt"": 3, ""France"": 2, ""Germany"": 2, ""Greece"": 1, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 1, ""Norway"": 3, ""Peru"": 2, ""Poland"": 2, ""Spain"": 1}"
44,16,"Italy and Chile signed a joint statement on trade. France and Peru signed a joint statement on trade. Researchers in Chile collaborated with a team based in Egypt. The documentary contrasted life in India with that in Poland. Greece and Canada signed a joint statement on trade. Japan and India signed a joint statement on trade. Exports from France rose sharply while Mexico reported a decline. Researchers in Chile collaborated with a team based in Italy. After leaving France, the group spent three weeks in Peru. Researchers in India collaborated with a team based in Kenya. After leaving India, the group spent three weeks in Australia. Researchers in Italy collaborated with a team based in Argentina. The delegation travelled from Chile to Norway before the summit. Researchers in Egypt collaborated with a team based in Argentina. Egypt and India signed a joint statement on trade. Japan and Brazil signed a joint statement on trade.","{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 4, ""Egypt"": 3, ""France"": 3, ""Greece"": 1, ""India"": 5, ""Italy"": 3, ""Japan"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 2, ""Poland"": 1}"
45,16,"After leaving Greece, the group spent three weeks in Canada. The delegation travelled from India to China before the summit. The delegation travelled from China to France before the summit. The delegation travelled from Italy to Japan before the summit. After leaving Peru, the group spent three weeks in Spain. The delegation travelled from Peru to Australia before the summit. Australia and Kenya signed a joint statement on trade. Norway and Sweden signed a joint statement on trade. The delegation travelled from Australia to Norway before the summit. Researchers in Argentina collaborated with a team based in Spain. Exports from Peru rose sharply while Poland reported a decline. The delegation travelled from Kenya to Canada before the summit. Exports from India rose sharply while Chile reported a decline. Brazil and France signed a joint statement on trade. Researchers in Mexico collaborated with a team based in France. After leaving Japan, the group spent three weeks in Canada.","{""Argentina"": 1, ""Australia"": 3, ""Brazil"": 1, ""Canada"": 3, ""Chile"": 1, ""China"": 2, ""France"": 3, ""Greece"": 1, ""India"": 2, ""Italy"": 1, ""Japan"": 2, ""Kenya"": 2, ""Mexico"": 1, ""Norway"": 2, ""Peru"": 3, ""Poland"": 1, ""Spain"": 2, ""Sweden"": 1}"
46,16,Researchers in India collaborated with a team based in Germany. Researchers in Chile collaborated with a team based in India. The documentary contrasted life in Norway with that in Poland. The delegation travelled from Poland to Chile before the summit. The documentary contrasted life in China with that in Poland. The documentary contrasted life in Japan with that in Argentina. Researchers in Egypt collaborated with a team based in Kenya. The delegation travelled from Spain to Sweden before the summit. France and Brazil signed a joint statement on trade. Exports from Kenya rose sharply while Mexico reported a decline. Exports from Canada rose sharply while Australia reported a decline. Exports from Norway rose sharply while Peru reported a decline. Researchers in Germany collaborated with a team based in Spain. Exports from Peru rose sharply while Australia reported a decline. Researchers in Norway collaborated with a team based in Brazil. Exports from Germany rose sharply while Argentina reported a decline.,"{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 2, ""Canada"": 1, ""Chile"": 2, ""China"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 3, ""India"": 2, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 1, ""Norway"": 3, ""Peru"": 2, ""Poland"": 3, ""Spain"": 2, ""Sweden"": 1}"
47,16,"After leaving Chile, the group spent three weeks in Australia. The documentary contrasted life in Sweden with that in Argentina. Researchers in Egypt collaborated with a team based in Argentina. Researchers in Sweden collaborated with a team based in Peru. After leaving Greece, the group spent three weeks in Canada. Brazil and Spain signed a joint statement on trade. After leaving Norway, the group spent three weeks in Japan. Researchers in Peru collaborated with a team based in Norway. The delegation travelled from Chile to India before the summit. Researchers in Australia collaborated with a team based in Germany. Exports from Peru rose sharply while Norway reported a decline. Chile and Peru signed a joint statement on trade. The documentary contrasted life in Italy with that in Spain. Researchers in Mexico collaborated with a team based in Norway. The delegation travelled from Poland to Chile before the summit. Peru and Japan signed a joint statement on trade.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 4, ""Egypt"": 1, ""Germany"": 1, ""Greece"": 1, ""India"": 1, ""Italy"": 1, ""Japan"": 2, ""Mexico"": 1, ""Norway"": 4, ""Peru"": 5, ""Poland"": 1, ""Spain"": 2, ""Sweden"": 2}"
48,16,"Exports from Argentina rose sharply while France reported a decline. After leaving Peru, the group spent three weeks in India. After leaving Spain, the group spent three weeks in Poland. The delegation travelled from Greece to India before the summit. After leaving Canada, the group spent three weeks in Peru. Canada and Kenya signed a joint statement on trade. Mexico and Sweden signed a joint statement on trade. Exports from Poland rose sharply while Mexico reported a decline. The documentary contrasted life in Italy with that in Germany. The delegation travelled from India to Italy before the summit. The documentary contrasted life in Germany with that in Japan. After leaving Argentina, the group spent three weeks in Egypt. Exports from Australia rose sharply while Peru reported a decline. The documentary contrasted life in Australia with that in Kenya. Argentina and Spain signed a joint statement on trade. Canada and Chile signed a joint statement on trade.","{""Argentina"": 3, ""Australia"": 2, ""Canada"": 3, ""Chile"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 2, ""Greece"": 1, ""India"": 3, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 2, ""Peru"": 3, ""Poland"": 2, ""Spain"": 2, ""Sweden"": 1}"
49,16,"China and Mexico signed a joint statement on trade. Exports from Japan rose sharply while Norway reported a decline. The delegation travelled from Norway to Mexico before the summit. Exports from France rose sharply while Peru reported a decline. The delegation travelled from Kenya to Italy before the summit. Exports from China rose sharply while Sweden reported a decline. Researchers in Brazil collaborated with a team based in France. After leaving Peru, the group spent three weeks in Chile. Researchers in Mexico collaborated with a team based in India. Exports from Egypt rose sharply while Mexico reported a decline. The documentary contrasted life in Norway with that in Greece. The delegation travelled from China to France before the summit. The delegation travelled from Poland to Peru before the summit. The delegation travelled from Sweden to Peru before the summit. Researchers in Chile collaborated with a team based in China. The documentary contrasted life in Chile with that in Mexico.","{""Brazil"": 1, ""Chile"": 3, ""China"": 4, ""Egypt"": 1, ""France"": 3, ""Greece"": 1, ""India"": 1, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 5, ""Norway"": 3, ""Peru"": 4, ""Poland"": 1, ""Sweden"": 2}"
50,16,"The delegation travelled from China to Canada before the summit. Researchers in Greece collaborated with a team based in Peru. Brazil and Australia signed a joint statement on trade. Researchers in China collaborated with a team based in Canada. Exports from France rose sharply while Poland reported a decline. The delegation travelled from Japan to Norway before the summit. Exports from Canada rose sharply while Egypt reported a decline. The delegation travelled from Egypt to France before the summit. Exports from Peru rose sharply while Greece reported a decline. After leaving Germany, the group spent three weeks in China. Researchers in Norway collaborated with a team based in India. Norway and Greece signed a joint statement on trade. Exports from Mexico rose sharply while Australia reported a decline. The documentary contrasted life in Norway with that in Sweden. The delegation travelled from India to Peru before the summit. Researchers in Germany collaborated with a team based in Spain.","{""Australia"": 2, ""Brazil"": 1, ""Canada"": 3, ""China"": 3, ""Egypt"": 2, ""France"": 2, ""Germany"": 2, ""Greece"": 3, ""India"": 2, ""Japan"": 1, ""Mexico"": 1, ""Norway"": 4, ""Peru"": 3, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 1}"
51,16,"The delegation travelled from Canada to Kenya before the summit. The documentary contrasted life in Germany with that in Australia. The documentary contrasted life in Egypt with that in France. The delegation travelled from Australia to Mexico before the summit. The delegation travelled from Peru to Chile before the summit. The delegation travelled from Spain to Peru before the summit. Sweden and Japan signed a joint statement on trade. The delegation travelled from Canada to Kenya before the summit. Exports from Egypt rose sharply while Peru reported a decline. The documentary contrasted life in Sweden with that in Chile. Brazil and Sweden signed a joint statement on trade. The delegation travelled from Sweden to Greece before the summit. After leaving Brazil, the group spent three weeks in Argentina. After leaving Norway, the group spent three weeks in Poland. Researchers in Norway collaborated with a team based in Poland. The documentary contrasted life in Chile with that in Poland.","{""Argentina"": 1, ""Australia"": 2, ""Brazil"": 2, ""Canada"": 2, ""Chile"": 3, ""Egypt"": 2, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 1, ""Norway"": 2, ""Peru"": 3, ""Poland"": 3, ""Spain"": 1, ""Sweden"": 4}"
52,16,"Kenya and Mexico signed a joint statement on trade. Australia and Sweden signed a joint statement on trade. Researchers in India collaborated with a team based in Japan. The delegation travelled from China to Mexico before the summit. The delegation travelled from Canada to Peru before the summit. Researchers in Kenya collaborated with a team based in Spain. Researchers in Mexico collaborated with a team based in Brazil. Italy and Norway signed a joint statement on trade. Sweden and France signed a joint statement on trade. Researchers in Chile collaborated with a team based in Brazil. After leaving Chile, the group spent three weeks in Poland. Peru and Spain signed a joint statement on trade. Canada and Greece signed a joint statement on trade. The delegation travelled from Canada to Egypt before the summit. Exports from Egypt rose sharply while Mexico reported a decline. Exports from Greece rose sharply while Canada reported a decline.","{""Australia"": 1, ""Brazil"": 2, ""Canada"": 4, ""Chile"": 2, ""China"": 1, ""Egypt"": 2, ""France"": 1, ""Greece"": 2, ""India"": 1, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 4, ""Norway"": 1, ""Peru"": 2, ""Poland"": 1, ""Spain"": 2, ""Sweden"": 2}"
53,16,"The documentary contrasted life in Peru with that in Mexico. Exports from Argentina rose sharply while Spain reported a decline. France and Kenya signed a joint statement on trade. The delegation travelled from Canada to Argentina before the summit. Researchers in Poland collaborated with a team based in Argentina. Exports from Peru rose sharply while Chile reported a decline. Exports from Egypt rose sharply while Kenya reported a decline. The documentary contrasted life in China with that in Australia. Kenya and Brazil signed a joint statement on trade. Researchers in Sweden collaborated with a team based in Japan. Exports from Australia rose sharply while Chile reported a decline. After leaving Brazil, the group spent three weeks in Canada. Greece and Mexico signed a joint statement on trade. The delegation travelled from Chile to Sweden before the summit. After leaving Italy, the group spent three weeks in Chile. The documentary contrasted life in Japan with that in Italy.","{""Argentina"": 3, ""Australia"": 2, ""Brazil"": 2, ""Canada"": 2, ""Chile"": 4, ""China"": 1, ""Egypt"": 1, ""France"": 1, ""Greece"": 1, ""Italy"": 2, ""Japan"": 2, ""Kenya"": 3, ""Mexico"": 2, ""Peru"": 2, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 2}"
54,16,"After leaving China, the group spent three weeks in Poland. Exports from India rose sharply while France reported a decline. After leaving Japan, the group spent three weeks in Sweden. Exports from Egypt rose sharply while China reported a decline. After leaving Chile, the group spent three weeks in Italy. The documentary contrasted life in Kenya with that in France. After leaving Poland, the group spent three weeks in Japan. Researchers in Sweden collaborated with a team based in Mexico. Exports from Egypt rose sharply while Poland reported a decline. The delegation travelled from Egypt to India before the summit. France and Chile signed a joint statement on trade. The documentary contrasted life in China with that in Greece. The documentary contrasted life in France with that in Poland. The delegation travelled from Peru to Canada before the summit. After leaving France, the group spent three weeks in Norway. The delegation travelled from Brazil to Sweden before the summit.","{""Brazil"": 1, ""Canada"": 1, ""Chile"": 2, ""China"": 3, ""Egypt"": 3, ""France"": 5, ""Greece"": 1, ""India"": 2, ""Italy"": 1, ""Japan"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 1, ""Poland"": 4, ""Sweden"": 3}"
55,16,"Researchers in France collaborated with a team based in Greece. Researchers in Chile collaborated with a team based in Canada. Peru and Norway signed a joint statement on trade. The delegation travelled from China to Argentina before the summit. Researchers in Canada collaborated with a team based in China. After leaving Poland, the group spent three weeks in India. After leaving France, the group spent three weeks in Peru. The delegation travelled from Chile to Norway before the summit. After leaving Peru, the group spent three weeks in China. Egypt and Peru signed a joint statement on trade. Exports from India rose sharply while Italy reported a decline. Exports from Argentina rose sharply while India reported a decline. Exports from Italy rose sharply while Poland reported a decline. The documentary contrasted life in Australia with that in China. Researchers in Kenya collaborated with a team based in Germany. The documentary contrasted life in Norway with that in Greece.","{""Argentina"": 2, ""Australia"": 1, ""Canada"": 2, ""Chile"": 2, ""China"": 4, ""Egypt"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 2, ""India"": 3, ""Italy"": 2, ""Kenya"": 1, ""Norway"": 3, ""Peru"": 4, ""Poland"": 2}"
