id,n_sentences,input,answer
50,8,"Exports from Norway rose sharply while France reported a decline. Researchers in Kenya collaborated with a team based in Mexico. Researchers in Peru collaborated with a team based in Japan. The delegation travelled from Argentina to Italy before the summit. Researchers in Spain collaborated with a team based in Peru. After leaving Spain, the group spent three weeks in Australia. Exports from Brazil rose sharply while Greece reported a decline. The documentary contrasted life in China with that in Peru.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 1, ""China"": 1, ""France"": 1, ""Greece"": 1, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 3, ""Spain"": 2}"
51,8,"Researchers in Chile collaborated with a team based in Greece. After leaving China, the group spent three weeks in Kenya. Exports from Japan rose sharply while Canada reported a decline. Researchers in Greece collaborated with a team based in Egypt. Greece and Chile signed a joint statement on trade. The delegation travelled from Canada to Mexico before the summit. Argentina and Brazil signed a joint statement on trade. Researchers in Argentina collaborated with a team based in Poland.","{""Argentina"": 2, ""Brazil"": 1, ""Canada"": 2, ""Chile"": 2, ""China"": 1, ""Egypt"": 1, ""Greece"": 3, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Poland"": 1}"
52,8,"Exports from Canada rose sharply while China reported a decline. Chile and Japan signed a joint statement on trade. The documentary contrasted life in Poland with that in Spain. Exports from Mexico rose sharply while Chile reported a decline. After leaving Argentina, the group spent three weeks in Canada. The documentary contrasted life in Poland with that in Brazil. After leaving Mexico, the group spent three weeks in Peru. Kenya and Poland signed a joint statement on trade.","{""Argentina"": 1, ""Brazil"": 1, ""Canada"": 2, ""Chile"": 2, ""China"": 1, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 2, ""Peru"": 1, ""Poland"": 3, ""Spain"": 1}"
53,8,"After leaving Mexico, the group spent three weeks in Chile. After leaving Sweden, the group spent three weeks in Japan. After leaving Spain, the group spent three weeks in Norway. Exports from Spain rose sharply while Egypt reported a decline. The delegation travelled from Chile to Spain before the summit. Exports from Mexico rose sharply while Poland reported a decline. Exports from Mexico rose sharply while Australia reported a decline. After leaving Spain, the group spent three weeks in Chile.","{""Australia"": 1, ""Chile"": 3, ""Egypt"": 1, ""Japan"": 1, ""Mexico"": 3, ""Norway"": 1, ""Poland"": 1, ""Spain"": 4, ""Sweden"": 1}"
54,8,"The delegation travelled from Argentina to Australia before the summit. Exports from France rose sharply while Greece reported a decline. The documentary contrasted life in Egypt with that in Norway. After leaving France, the group spent three weeks in Brazil. The documentary contrasted life in Chile with that in Germany. The delegation travelled from Egypt to Greece before the summit. The documentary contrasted life in Mexico with that in China. The documentary contrasted life in Canada with that in Brazil.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 1, ""Chile"": 1, ""China"": 1, ""Egypt"": 2, ""France"": 2, ""Germany"": 1, ""Greece"": 2, ""Mexico"": 1, ""Norway"": 1}"
55,8,Exports from Chile rose sharply while Spain reported a decline. The delegation travelled from China to Japan before the summit. Exports from France rose sharply while Brazil reported a decline. The delegation travelled from Chile to Italy before the summit. Exports from Peru rose sharply while Spain reported a decline. Exports from Greece rose sharply while Italy reported a decline. Exports from Sweden rose sharply while Australia reported a decline. Researchers in Germany collaborated with a team based in Australia.,"{""Australia"": 2, ""Brazil"": 1, ""Chile"": 2, ""China"": 1, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""Italy"": 2, ""Japan"": 1, ""Peru"": 1, ""Spain"": 2, ""Sweden"": 1}"
56,8,"The delegation travelled from France to Norway before the summit. After leaving Mexico, the group spent three weeks in Argentina. Researchers in Norway collaborated with a team based in Germany. Researchers in Greece collaborated with a team based in Argentina. Exports from Norway rose sharply while Kenya reported a decline. Exports from Chile rose sharply while Italy reported a decline. After leaving Italy, the group spent three weeks in India. After leaving Mexico, the group spent three weeks in Egypt.","{""Argentina"": 2, ""Chile"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""India"": 1, ""Italy"": 2, ""Kenya"": 1, ""Mexico"": 2, ""Norway"": 3}"
57,8,"The delegation travelled from Germany to Peru before the summit. Researchers in Greece collaborated with a team based in Poland. Researchers in Australia collaborated with a team based in Canada. The documentary contrasted life in France with that in Sweden. Sweden and Canada signed a joint statement on trade. After leaving Sweden, the group spent three weeks in Kenya. The delegation travelled from Argentina to Canada before the summit. Researchers in France collaborated with a team based in Egypt.","{""Argentina"": 1, ""Australia"": 1, ""Canada"": 3, ""Egypt"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 1, ""Kenya"": 1, ""Peru"": 1, ""Poland"": 1, ""Sweden"": 3}"
58,8,"Kenya and Chile signed a joint statement on trade. Chile and Australia signed a joint statement on trade. Kenya and Greece signed a joint statement on trade. After leaving Argentina, the group spent three weeks in Greece. Exports from Norway rose sharply while Mexico reported a decline. Exports from Sweden rose sharply while Chile reported a decline. After leaving Peru, the group spent three weeks in Poland. Exports from India rose sharply while Japan reported a decline.","{""Argentina"": 1, ""Australia"": 1, ""Chile"": 3, ""Greece"": 2, ""India"": 1, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 1, ""Poland"": 1, ""Sweden"": 1}"
59,8,"After leaving India, the group spent three weeks in Kenya. After leaving Italy, the group spent three weeks in Mexico. After leaving Germany, the group spent three weeks in Chile. Researchers in France collaborated with a team based in Egypt. The delegation travelled from Egypt to Italy before the summit. The documentary contrasted life in Chile with that in Germany. Exports from Greece rose sharply while Argentina reported a decline. Exports from Brazil rose sharply while Spain reported a decline.","{""Argentina"": 1, ""Brazil"": 1, ""Chile"": 2, ""Egypt"": 2, ""France"": 1, ""Germany"": 2, ""Greece"": 1, ""India"": 1, ""Italy"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Spain"": 1}"
60,8,"The delegation travelled from Chile to India before the summit. Exports from Egypt rose sharply while Poland reported a decline. After leaving Kenya, the group spent three weeks in Sweden. Exports from France rose sharply while Germany reported a decline. Researchers in France collaborated with a team based in Japan. The documentary contrasted life in Sweden with that in India. The documentary contrasted life in Spain with that in India. After leaving Italy, the group spent three weeks in France.","{""Chile"": 1, ""Egypt"": 1, ""France"": 3, ""Germany"": 1, ""India"": 3, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 1, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 2}"
61,8,"The delegation travelled from Australia to Poland before the summit. After leaving Greece, the group spent three weeks in Kenya. Exports from Poland rose sharply while India reported a decline. Exports from Italy rose sharply while Canada reported a decline. Researchers in Sweden collaborated with a team based in Brazil. Researchers in Greece collaborated with a team based in Chile. After leaving Norway, the group spent three weeks in Poland. Researchers in Egypt collaborated with a team based in Poland.","{""Australia"": 1, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 1, ""Egypt"": 1, ""Greece"": 2, ""India"": 1, ""Italy"": 1, ""Kenya"": 1, ""Norway"": 1, ""Poland"": 4, ""Sweden"": 1}"
62,8,"After leaving Chile, the group spent three weeks in Sweden. After leaving Argentina, the group spent three weeks in India. China and India signed a joint statement on trade. Researchers in Sweden collaborated with a team based in Peru. The documentary contrasted life in Australia with that in Sweden. The documentary contrasted life in Chile with that in Spain. Canada and Peru signed a joint statement on trade. Greece and Mexico signed a joint statement on trade.","{""Argentina"": 1, ""Australia"": 1, ""Canada"": 1, ""Chile"": 2, ""China"": 1, ""Greece"": 1, ""India"": 2, ""Mexico"": 1, ""Peru"": 2, ""Spain"": 1, ""Sweden"": 3}"
63,8,"Researchers in Brazil collaborated with a team based in Japan. The documentary contrasted life in Mexico with that in India. Exports from Sweden rose sharply while Mexico reported a decline. The documentary contrasted life in Italy with that in China. After leaving India, the group spent three weeks in Germany. Sweden and Mexico signed a joint statement on trade. Researchers in China collaborated with a team based in Poland. Researchers in Japan collaborated with a team based in Brazil.","{""Brazil"": 2, ""China"": 2, ""Germany"": 1, ""India"": 2, ""Italy"": 1, ""Japan"": 2, ""Mexico"": 3, ""Poland"": 1, ""Sweden"": 2}"
64,8,"After leaving Greece, the group spent three weeks in China. France and Germany signed a joint statement on trade. The delegation travelled from Argentina to India before the summit. The delegation travelled from Japan to Australia before the summit. After leaving Japan, the group spent three weeks in France. After leaving Egypt, the group spent three weeks in Brazil. After leaving Poland, the group spent three weeks in Egypt. Chile and Brazil signed a joint statement on trade.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 2, ""Chile"": 1, ""China"": 1, ""Egypt"": 2, ""France"": 2, ""Germany"": 1, ""Greece"": 1, ""India"": 1, ""Japan"": 2, ""Poland"": 1}"
65,8,"After leaving Kenya, the group spent three weeks in India. Researchers in Spain collaborated with a team based in Argentina. Exports from Chile rose sharply while Brazil reported a decline. Norway and Kenya signed a joint statement on trade. The delegation travelled from China to Australia before the summit. The documentary contrasted life in Japan with that in Canada. After leaving France, the group spent three weeks in Mexico. Researchers in Japan collaborated with a team based in Brazil.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 1, ""Chile"": 1, ""China"": 1, ""France"": 1, ""India"": 1, ""Japan"": 2, ""Kenya"": 2, ""Mexico"": 1, ""Norway"": 1, ""Spain"": 1}"
66,8,The delegation travelled from Egypt to France before the summit. The documentary contrasted life in Germany with that in Norway. Researchers in Argentina collaborated with a team based in Canada. Exports from Italy rose sharply while India reported a decline. Australia and Italy signed a joint statement on trade. India and Spain signed a joint statement on trade. Japan and Australia signed a joint statement on trade. The documentary contrasted life in Mexico with that in China.,"{""Argentina"": 1, ""Australia"": 2, ""Canada"": 1, ""China"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 1, ""India"": 2, ""Italy"": 2, ""Japan"": 1, ""Mexico"": 1, ""Norway"": 1, ""Spain"": 1}"
67,8,"Exports from Italy rose sharply while India reported a decline. The documentary contrasted life in China with that in Australia. Researchers in India collaborated with a team based in China. Peru and Argentina signed a joint statement on trade. The documentary contrasted life in Mexico with that in Argentina. The delegation travelled from Argentina to Kenya before the summit. Exports from Kenya rose sharply while Chile reported a decline. After leaving Argentina, the group spent three weeks in Greece.","{""Argentina"": 4, ""Australia"": 1, ""Chile"": 1, ""China"": 2, ""Greece"": 1, ""India"": 2, ""Italy"": 1, ""Kenya"": 2, ""Mexico"": 1, ""Peru"": 1}"
68,8,"Exports from Australia rose sharply while Norway reported a decline. After leaving Poland, the group spent three weeks in Greece. After leaving Mexico, the group spent three weeks in India. Researchers in China collaborated with a team based in France. The delegation travelled from Egypt to China before the summit. Exports from Kenya rose sharply while Brazil reported a decline. The documentary contrasted life in Greece with that in Egypt. Germany and China signed a joint statement on trade.","{""Australia"": 1, ""Brazil"": 1, ""China"": 3, ""Egypt"": 2, ""France"": 1, ""Germany"": 1, ""Greece"": 2, ""India"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Poland"": 1}"
69,8,"The delegation travelled from Chile to Kenya before the summit. The documentary contrasted life in Spain with that in France. After leaving Germany, the group spent three weeks in Peru. Exports from China rose sharply while Norway reported a decline. The delegation travelled from Peru to Poland before the summit. After leaving Canada, the group spent three weeks in China. The delegation travelled from Egypt to Sweden before the summit. The documentary contrasted life in Peru with that in France.","{""Canada"": 1, ""Chile"": 1, ""China"": 2, ""Egypt"": 1, ""France"": 2, ""Germany"": 1, ""Kenya"": 1, ""Norway"": 1, ""Peru"": 3, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 1}"
70,8,"The documentary contrasted life in Poland with that in Sweden. Researchers in Italy collaborated with a team based in Mexico. Researchers in Mexico collaborated with a team based in Norway. Chile and Italy signed a joint statement on trade. Exports from Brazil rose sharply while Kenya reported a decline. Mexico and Canada signed a joint statement on trade. The documentary contrasted life in India with that in Japan. After leaving Kenya, the group spent three weeks in Chile.","{""Brazil"": 1, ""Canada"": 1, ""Chile"": 2, ""India"": 1, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 3, ""Norway"": 1, ""Poland"": 1, ""Sweden"": 1}"
71,8,"The delegation travelled from Poland to Kenya before the summit. Researchers in Norway collaborated with a team based in Argentina. Exports from Kenya rose sharply while Norway reported a decline. Researchers in Greece collaborated with a team based in Poland. The delegation travelled from Italy to France before the summit. After leaving China, the group spent three weeks in Australia. Chile and France signed a joint statement on trade. Exports from Germany rose sharply while Kenya reported a decline.","{""Argentina"": 1, ""Australia"": 1, ""Chile"": 1, ""China"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 1, ""Italy"": 1, ""Kenya"": 3, ""Norway"": 2, ""Poland"": 2}"
72,8,"Exports from Mexico rose sharply while Kenya reported a decline. After leaving Greece, the group spent three weeks in Spain. Exports from Mexico rose sharply while Kenya reported a decline. Researchers in Sweden collaborated with a team based in Chile. Researchers in Australia collaborated with a team based in Kenya. The documentary contrasted life in Chile with that in Sweden. The documentary contrasted life in Poland with that in Canada. After leaving Mexico, the group spent three weeks in Poland.","{""Australia"": 1, ""Canada"": 1, ""Chile"": 2, ""Greece"": 1, ""Kenya"": 3, ""Mexico"": 3, ""Poland"": 2, ""Spain"": 1, ""Sweden"": 2}"
73,8,"Norway and Poland signed a joint statement on trade. Researchers in Spain collaborated with a team based in Egypt. Exports from Egypt rose sharply while Poland reported a decline. The documentary contrasted life in Kenya with that in Mexico. Researchers in Peru collaborated with a team based in China. After leaving Italy, the group spent three weeks in Brazil. The delegation travelled from India to China before the summit. Researchers in Sweden collaborated with a team based in Spain.","{""Brazil"": 1, ""China"": 2, ""Egypt"": 2, ""India"": 1, ""Italy"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 1, ""Poland"": 2, ""Spain"": 2, ""Sweden"": 1}"
74,8,"Researchers in Norway collaborated with a team based in Chile. The documentary contrasted life in India with that in Australia. After leaving Argentina, the group spent three weeks in Greece. After leaving Egypt, the group spent three weeks in Brazil. The delegation travelled from France to Spain before the summit. Germany and Norway signed a joint statement on trade. France and Poland signed a joint statement on trade. The documentary contrasted life in Brazil with that in Italy.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 2, ""Chile"": 1, ""Egypt"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 1, ""India"": 1, ""Italy"": 1, ""Norway"": 2, ""Poland"": 1, ""Spain"": 1}"
75,8,"Exports from Germany rose sharply while Mexico reported a decline. The documentary contrasted life in Kenya with that in France. Researchers in China collaborated with a team based in Kenya. After leaving Germany, the group spent three weeks in Greece. Researchers in Germany collaborated with a team based in Japan. Exports from Sweden rose sharply while Peru reported a decline. Exports from Argentina rose sharply while Japan reported a decline. Exports from France rose sharply while Poland reported a decline.","{""Argentina"": 1, ""China"": 1, ""France"": 2, ""Germany"": 3, ""Greece"": 1, ""Japan"": 2, ""Kenya"": 2, ""Mexico"": 1, ""Peru"": 1, ""Poland"": 1, ""Sweden"": 1}"
76,8,"The delegation travelled from Mexico to Argentina before the summit. Kenya and India signed a joint statement on trade. Researchers in China collaborated with a team based in Argentina. The documentary contrasted life in China with that in Mexico. Researchers in Chile collaborated with a team based in China. Exports from Greece rose sharply while Brazil reported a decline. After leaving Sweden, the group spent three weeks in Chile. The delegation travelled from Australia to Chile before the summit.","{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 1, ""Chile"": 3, ""China"": 3, ""Greece"": 1, ""India"": 1, ""Kenya"": 1, ""Mexico"": 2, ""Sweden"": 1}"
77,8,"Researchers in Mexico collaborated with a team based in Argentina. The delegation travelled from India to Spain before the summit. After leaving Norway, the group spent three weeks in Italy. The documentary contrasted life in Egypt with that in Canada. Exports from Argentina rose sharply while Sweden reported a decline. Exports from Peru rose sharply while Poland reported a decline. Researchers in Canada collaborated with a team based in Sweden. Researchers in India collaborated with a team based in Italy.","{""Argentina"": 2, ""Canada"": 2, ""Egypt"": 1, ""India"": 2, ""Italy"": 2, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 1, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 2}"
78,8,"Exports from Chile rose sharply while Japan reported a decline. The delegation travelled from Brazil to Greece before the summit. Argentina and Kenya signed a joint statement on trade. The delegation travelled from Poland to Germany before the summit. The delegation travelled from Egypt to Kenya before the summit. After leaving China, the group spent three weeks in Kenya. Researchers in France collaborated with a team based in Kenya. Exports from Italy rose sharply while Spain reported a decline.","{""Argentina"": 1, ""Brazil"": 1, ""Chile"": 1, ""China"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 4, ""Poland"": 1, ""Spain"": 1}"
79,8,"Researchers in Japan collaborated with a team based in Australia. Exports from Egypt rose sharply while Italy reported a decline. After leaving Poland, the group spent three weeks in Sweden. Exports from Canada rose sharply while Argentina reported a decline. The documentary contrasted life in Peru with that in Chile. Exports from Norway rose sharply while Japan reported a decline. The documentary contrasted life in Poland with that in India. Exports from Poland rose sharply while Spain reported a decline.","{""Argentina"": 1, ""Australia"": 1, ""Canada"": 1, ""Chile"": 1, ""Egypt"": 1, ""India"": 1, ""Italy"": 1, ""Japan"": 2, ""Norway"": 1, ""Peru"": 1, ""Poland"": 3, ""Spain"": 1, ""Sweden"": 1}"
80,8,"After leaving Peru, the group spent three weeks in Norway. Germany and Australia signed a joint statement on trade. After leaving Kenya, the group spent three weeks in Mexico. Germany and Egypt signed a joint statement on trade. After leaving Canada, the group spent three weeks in Chile. The documentary contrasted life in Spain with that in Italy. The documentary contrasted life in Italy with that in Chile. Brazil and India signed a joint statement on trade.","{""Australia"": 1, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 2, ""Egypt"": 1, ""Germany"": 2, ""India"": 1, ""Italy"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 1, ""Spain"": 1}"
81,8,"The delegation travelled from Kenya to China before the summit. Exports from Egypt rose sharply while Chile reported a decline. After leaving Peru, the group spent three weeks in Greece. China and Greece signed a joint statement on trade. The documentary contrasted life in Greece with that in Argentina. Researchers in Italy collaborated with a team based in Japan. The documentary contrasted life in India with that in Greece. Exports from China rose sharply while France reported a decline.","{""Argentina"": 1, ""Chile"": 1, ""China"": 3, ""Egypt"": 1, ""France"": 1, ""Greece"": 4, ""India"": 1, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 1, ""Peru"": 1}"
82,8,"After leaving Peru, the group spent three weeks in Poland. The documentary contrasted life in Japan with that in Spain. Spain and India signed a joint statement on trade. The delegation travelled from Chile to Australia before the summit. Exports from Brazil rose sharply while Mexico reported a decline. The documentary contrasted life in Japan with that in India. Exports from Poland rose sharply while Peru reported a decline. The documentary contrasted life in Greece with that in Poland.","{""Australia"": 1, ""Brazil"": 1, ""Chile"": 1, ""Greece"": 1, ""India"": 2, ""Japan"": 2, ""Mexico"": 1, ""Peru"": 2, ""Poland"": 3, ""Spain"": 2}"
83,8,The documentary contrasted life in Egypt with that in Australia. The delegation travelled from Poland to Egypt before the summit. Sweden and Australia signed a joint statement on trade. Poland and Chile signed a joint statement on trade. Exports from India rose sharply while Italy reported a decline. Researchers in Egypt collaborated with a team based in Greece. Researchers in Norway collaborated with a team based in Canada. The delegation travelled from China to Greece before the summit.,"{""Australia"": 2, ""Canada"": 1, ""Chile"": 1, ""China"": 1, ""Egypt"": 3, ""Greece"": 2, ""India"": 1, ""Italy"": 1, ""Norway"": 1, ""Poland"": 2, ""Sweden"": 1}"
84,8,Researchers in Chile collaborated with a team based in Italy. The delegation travelled from Chile to Norway before the summit. Exports from Italy rose sharply while India reported a decline. Researchers in Chile collaborated with a team based in Japan. Researchers in Sweden collaborated with a team based in Greece. Exports from Kenya rose sharply while Poland reported a decline. The delegation travelled from Chile to Kenya before the summit. The documentary contrasted life in Poland with that in Germany.,"{""Chile"": 4, ""Germany"": 1, ""Greece"": 1, ""India"": 1, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 2, ""Norway"": 1, ""Poland"": 2, ""Sweden"": 1}"
85,8,India and Peru signed a joint statement on trade. Exports from Peru rose sharply while Argentina reported a decline. The documentary contrasted life in Brazil with that in Argentina. Chile and Japan signed a joint statement on trade. Exports from Chile rose sharply while Japan reported a decline. Italy and Germany signed a joint statement on trade. The documentary contrasted life in China with that in Egypt. The documentary contrasted life in Chile with that in India.,"{""Argentina"": 2, ""Brazil"": 1, ""Chile"": 3, ""China"": 1, ""Egypt"": 1, ""Germany"": 1, ""India"": 2, ""Italy"": 1, ""Japan"": 2, ""Peru"": 2}"
86,8,China and Canada signed a joint statement on trade. Researchers in China collaborated with a team based in France. The delegation travelled from India to Italy before the summit. The delegation travelled from Peru to Canada before the summit. Exports from Mexico rose sharply while Greece reported a decline. The delegation travelled from Chile to Argentina before the summit. The delegation travelled from Egypt to Norway before the summit. The documentary contrasted life in Germany with that in Australia.,"{""Argentina"": 1, ""Australia"": 1, ""Canada"": 2, ""Chile"": 1, ""China"": 2, ""Egypt"": 1, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""India"": 1, ""Italy"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 1}"
87,8,Mexico and Canada signed a joint statement on trade. Exports from Brazil rose sharply while Mexico reported a decline. Brazil and France signed a joint statement on trade. The documentary contrasted life in Mexico with that in Egypt. The documentary contrasted life in France with that in Sweden. Researchers in Sweden collaborated with a team based in Egypt. Exports from India rose sharply while Germany reported a decline. Researchers in India collaborated with a team based in Greece.,"{""Brazil"": 2, ""Canada"": 1, ""Egypt"": 2, ""France"": 2, ""Germany"": 1, ""Greece"": 1, ""India"": 2, ""Mexico"": 3, ""Sweden"": 2}"
88,8,"After leaving Mexico, the group spent three weeks in Kenya. After leaving Spain, the group spent three weeks in Chile. Spain and Brazil signed a joint statement on trade. Researchers in India collaborated with a team based in Spain. Researchers in Japan collaborated with a team based in China. The delegation travelled from Sweden to Kenya before the summit. The documentary contrasted life in Australia with that in Mexico. The delegation travelled from Kenya to Peru before the summit.","{""Australia"": 1, ""Brazil"": 1, ""Chile"": 1, ""China"": 1, ""India"": 1, ""Japan"": 1, ""Kenya"": 3, ""Mexico"": 2, ""Peru"": 1, ""Spain"": 3, ""Sweden"": 1}"
89,8,The delegation travelled from China to Sweden before the summit. Exports from Egypt rose sharply while Argentina reported a decline. Poland and Peru signed a joint statement on trade. Greece and Kenya signed a joint statement on trade. The delegation travelled from Canada to Argentina before the summit. Exports from Kenya rose sharply while Australia reported a decline. Brazil and Japan signed a joint statement on trade. Exports from Peru rose sharply while Kenya reported a decline.,"{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 1, ""Canada"": 1, ""China"": 1, ""Egypt"": 1, ""Greece"": 1, ""Japan"": 1, ""Kenya"": 3, ""Peru"": 2, ""Poland"": 1, ""Sweden"": 1}"
90,8,Researchers in Brazil collaborated with a team based in Norway. The documentary contrasted life in Mexico with that in Spain. Researchers in Spain collaborated with a team based in Argentina. Researchers in France collaborated with a team based in Italy. Exports from Germany rose sharply while Japan reported a decline. The delegation travelled from Germany to France before the summit. Exports from Chile rose sharply while Brazil reported a decline. Kenya and Sweden signed a joint statement on trade.,"{""Argentina"": 1, ""Brazil"": 2, ""Chile"": 1, ""France"": 2, ""Germany"": 2, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Spain"": 2, ""Sweden"": 1}"
91,8,Greece and Spain signed a joint statement on trade. The delegation travelled from Brazil to Mexico before the summit. Exports from Argentina rose sharply while Brazil reported a decline. The delegation travelled from Peru to Norway before the summit. Exports from Argentina rose sharply while Kenya reported a decline. The documentary contrasted life in Spain with that in Norway. The documentary contrasted life in Norway with that in India. The documentary contrasted life in Kenya with that in Greece.,"{""Argentina"": 2, ""Brazil"": 2, ""Greece"": 2, ""India"": 1, ""Kenya"": 2, ""Mexico"": 1, ""Norway"": 3, ""Peru"": 1, ""Spain"": 2}"
92,8,Exports from Poland rose sharply while China reported a decline. India and Chile signed a joint statement on trade. Exports from Mexico rose sharply while Chile reported a decline. The delegation travelled from India to Peru before the summit. Exports from Japan rose sharply while Norway reported a decline. Exports from Spain rose sharply while Chile reported a decline. Poland and Brazil signed a joint statement on trade. Australia and Peru signed a joint statement on trade.,"{""Australia"": 1, ""Brazil"": 1, ""Chile"": 3, ""China"": 1, ""India"": 2, ""Japan"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 2, ""Poland"": 2, ""Spain"": 1}"
93,8,Mexico and Norway signed a joint statement on trade. The documentary contrasted life in Brazil with that in Chile. The delegation travelled from Brazil to Kenya before the summit. Researchers in Canada collaborated with a team based in Argentina. Greece and Argentina signed a joint statement on trade. The delegation travelled from Egypt to Greece before the summit. The documentary contrasted life in Egypt with that in Sweden. The documentary contrasted life in Norway with that in Spain.,"{""Argentina"": 2, ""Brazil"": 2, ""Canada"": 1, ""Chile"": 1, ""Egypt"": 2, ""Greece"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 2, ""Spain"": 1, ""Sweden"": 1}"
94,8,The documentary contrasted life in Norway with that in Kenya. The delegation travelled from Peru to France before the summit. Egypt and Italy signed a joint statement on trade. Researchers in Poland collaborated with a team based in Argentina. The delegation travelled from China to Greece before the summit. The documentary contrasted life in China with that in Australia. The delegation travelled from Sweden to Germany before the summit. Researchers in France collaborated with a team based in Norway.,"{""Argentina"": 1, ""Australia"": 1, ""China"": 2, ""Egypt"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 1, ""Italy"": 1, ""Kenya"": 1, ""Norway"": 2, ""Peru"": 1, ""Poland"": 1, ""Sweden"": 1}"
95,8,Exports from Australia rose sharply while Sweden reported a decline. Peru and Japan signed a joint statement on trade. The documentary contrasted life in China with that in France. The documentary contrasted life in Japan with that in Germany. Researchers in Poland collaborated with a team based in Germany. The documentary contrasted life in France with that in Mexico. Researchers in Poland collaborated with a team based in Canada. France and China signed a joint statement on trade.,"{""Australia"": 1, ""Canada"": 1, ""China"": 2, ""France"": 3, ""Germany"": 2, ""Japan"": 2, ""Mexico"": 1, ""Peru"": 1, ""Poland"": 2, ""Sweden"": 1}"
96,8,"Exports from Sweden rose sharply while Spain reported a decline. The delegation travelled from Greece to Poland before the summit. Italy and Kenya signed a joint statement on trade. After leaving Mexico, the group spent three weeks in Kenya. Researchers in France collaborated with a team based in Greece. Researchers in Norway collaborated with a team based in Argentina. Exports from India rose sharply while Spain reported a decline. Germany and Egypt signed a joint statement on trade.","{""Argentina"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 1, ""Greece"": 2, ""India"": 1, ""Italy"": 1, ""Kenya"": 2, ""Mexico"": 1, ""Norway"": 1, ""Poland"": 1, ""Spain"": 2, ""Sweden"": 1}"
97,8,"Researchers in Chile collaborated with a team based in Sweden. The delegation travelled from Greece to Spain before the summit. After leaving Japan, the group spent three weeks in Canada. Greece and Poland signed a joint statement on trade. Kenya and China signed a joint statement on trade. Researchers in Japan collaborated with a team based in France. Researchers in Kenya collaborated with a team based in Germany. Researchers in Greece collaborated with a team based in France.","{""Canada"": 1, ""Chile"": 1, ""China"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 3, ""Japan"": 2, ""Kenya"": 2, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 1}"
98,8,"After leaving Poland, the group spent three weeks in Peru. The delegation travelled from Australia to Norway before the summit. Mexico and India signed a joint statement on trade. After leaving Australia, the group spent three weeks in Norway. The delegation travelled from Greece to Canada before the summit. Researchers in Australia collaborated with a team based in Sweden. The documentary contrasted life in France with that in Spain. The delegation travelled from Egypt to Canada before the summit.","{""Australia"": 3, ""Canada"": 2, ""Egypt"": 1, ""France"": 1, ""Greece"": 1, ""India"": 1, ""Mexico"": 1, ""Norway"": 2, ""Peru"": 1, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 1}"
